location,level,normalThreshold,alertThreshold,criticalThreshold,recordedAt
Gampaha,4.19,2.0,3.0,3.8,2025-06-10T00:00:00.000Z
Ja-Ela,3.00,2.0,3.0,3.8,2025-06-10T00:00:00.000Z
Negombo,4.08,2.0,3.0,3.8,2025-06-10T00:00:00.000Z
Minuwangoda,4.25,2.0,3.0,3.8,2025-06-11T00:00:00.000Z
Gampaha,3.77,2.0,3.0,3.8,2025-06-11T00:00:00.000Z
Ja-Ela,4.18,2.0,3.0,3.8,2025-06-11T00:00:00.000Z
Negombo,3.15,2.0,3.0,3.8,2025-06-11T00:00:00.000Z
Minuwangoda,3.16,2.0,3.0,3.8,2025-06-12T00:00:00.000Z
Gampaha,4.38,2.0,3.0,3.8,2025-06-12T00:00:00.000Z
Ja-Ela,3.87,2.0,3.0,3.8,2025-06-12T00:00:00.000Z
Negombo,4.16,2.0,3.0,3.8,2025-06-12T00:00:00.000Z
Minuwangoda,4.71,2.0,3.0,3.8,2025-06-13T00:00:00.000Z
Gampaha,3.75,2.0,3.0,3.8,2025-06-13T00:00:00.000Z
Ja-Ela,4.61,2.0,3.0,3.8,2025-06-13T00:00:00.000Z
Negombo,3.99,2.0,3.0,3.8,2025-06-13T00:00:00.000Z
Minuwangoda,3.37,2.0,3.0,3.8,2025-06-14T00:00:00.000Z
Gampaha,3.51,2.0,3.0,3.8,2025-06-14T00:00:00.000Z
Ja-Ela,3.24,2.0,3.0,3.8,2025-06-14T00:00:00.000Z
Negombo,4.18,2.0,3.0,3.8,2025-06-14T00:00:00.000Z
Minuwangoda,3.37,2.0,3.0,3.8,2025-06-15T00:00:00.000Z
Gampaha,3.01,2.0,3.0,3.8,2025-06-15T00:00:00.000Z
Ja-Ela,3.09,2.0,3.0,3.8,2025-06-15T00:00:00.000Z
Negombo,3.42,2.0,3.0,3.8,2025-06-15T00:00:00.000Z
Minuwangoda,4.05,2.0,3.0,3.8,2025-06-16T00:00:00.000Z
Gampaha,3.82,2.0,3.0,3.8,2025-06-16T00:00:00.000Z
Ja-Ela,4.06,2.0,3.0,3.8,2025-06-16T00:00:00.000Z
Negombo,4.48,2.0,3.0,3.8,2025-06-16T00:00:00.000Z
Minuwangoda,3.94,2.0,3.0,3.8,2025-06-17T00:00:00.000Z
Gampaha,3.91,2.0,3.0,3.8,2025-06-17T00:00:00.000Z
Ja-Ela,3.98,2.0,3.0,3.8,2025-06-17T00:00:00.000Z
Negombo,3.02,2.0,3.0,3.8,2025-06-17T00:00:00.000Z
Minuwangoda,3.80,2.0,3.0,3.8,2025-06-18T00:00:00.000Z
Gampaha,4.58,2.0,3.0,3.8,2025-06-18T00:00:00.000Z
Ja-Ela,3.35,2.0,3.0,3.8,2025-06-18T00:00:00.000Z
Negombo,3.17,2.0,3.0,3.8,2025-06-18T00:00:00.000Z
Minuwangoda,4.81,2.0,3.0,3.8,2025-06-19T00:00:00.000Z
Gampaha,3.08,2.0,3.0,3.8,2025-06-19T00:00:00.000Z
Ja-Ela,3.43,2.0,3.0,3.8,2025-06-19T00:00:00.000Z
Negombo,4.68,2.0,3.0,3.8,2025-06-19T00:00:00.000Z
Minuwangoda,4.32,2.0,3.0,3.8,2025-06-20T00:00:00.000Z
Gampaha,4.30,2.0,3.0,3.8,2025-06-20T00:00:00.000Z
Ja-Ela,4.76,2.0,3.0,3.8,2025-06-20T00:00:00.000Z
Negombo,4.58,2.0,3.0,3.8,2025-06-20T00:00:00.000Z
Minuwangoda,3.94,2.0,3.0,3.8,2025-06-21T00:00:00.000Z
Gampaha,3.67,2.0,3.0,3.8,2025-06-21T00:00:00.000Z
Ja-Ela,4.30,2.0,3.0,3.8,2025-06-21T00:00:00.000Z
Negombo,4.25,2.0,3.0,3.8,2025-06-21T00:00:00.000Z
Minuwangoda,4.56,2.0,3.0,3.8,2025-06-22T00:00:00.000Z
Gampaha,4.57,2.0,3.0,3.8,2025-06-22T00:00:00.000Z
Ja-Ela,4.28,2.0,3.0,3.8,2025-06-22T00:00:00.000Z
Negombo,3.63,2.0,3.0,3.8,2025-06-22T00:00:00.000Z
Minuwangoda,3.75,2.0,3.0,3.8,2025-06-23T00:00:00.000Z
Gampaha,3.77,2.0,3.0,3.8,2025-06-23T00:00:00.000Z
Ja-Ela,4.55,2.0,3.0,3.8,2025-06-23T00:00:00.000Z
Negombo,4.59,2.0,3.0,3.8,2025-06-23T00:00:00.000Z
Minuwangoda,3.04,2.0,3.0,3.8,2025-06-24T00:00:00.000Z
Gampaha,3.73,2.0,3.0,3.8,2025-06-24T00:00:00.000Z
Ja-Ela,4.24,2.0,3.0,3.8,2025-06-24T00:00:00.000Z
Negombo,4.05,2.0,3.0,3.8,2025-06-24T00:00:00.000Z
Minuwangoda,4.42,2.0,3.0,3.8,2025-06-25T00:00:00.000Z
Gampaha,4.17,2.0,3.0,3.8,2025-06-25T00:00:00.000Z
Ja-Ela,3.58,2.0,3.0,3.8,2025-06-25T00:00:00.000Z
Negombo,3.01,2.0,3.0,3.8,2025-06-25T00:00:00.000Z
Minuwangoda,3.30,2.0,3.0,3.8,2025-06-26T00:00:00.000Z
Gampaha,4.27,2.0,3.0,3.8,2025-06-26T00:00:00.000Z
Ja-Ela,3.56,2.0,3.0,3.8,2025-06-26T00:00:00.000Z
Negombo,3.94,2.0,3.0,3.8,2025-06-26T00:00:00.000Z
Minuwangoda,4.85,2.0,3.0,3.8,2025-06-27T00:00:00.000Z
Gampaha,3.48,2.0,3.0,3.8,2025-06-27T00:00:00.000Z
Ja-Ela,4.09,2.0,3.0,3.8,2025-06-27T00:00:00.000Z
Negombo,3.79,2.0,3.0,3.8,2025-06-27T00:00:00.000Z
Minuwangoda,4.60,2.0,3.0,3.8,2025-06-28T00:00:00.000Z
Gampaha,3.84,2.0,3.0,3.8,2025-06-28T00:00:00.000Z
Ja-Ela,4.27,2.0,3.0,3.8,2025-06-28T00:00:00.000Z
Negombo,3.45,2.0,3.0,3.8,2025-06-28T00:00:00.000Z
Minuwangoda,3.73,2.0,3.0,3.8,2025-06-29T00:00:00.000Z
Gampaha,4.69,2.0,3.0,3.8,2025-06-29T00:00:00.000Z
Ja-Ela,4.79,2.0,3.0,3.8,2025-06-29T00:00:00.000Z
Negombo,4.33,2.0,3.0,3.8,2025-06-29T00:00:00.000Z
Minuwangoda,4.57,2.0,3.0,3.8,2025-06-30T00:00:00.000Z
Gampaha,3.69,2.0,3.0,3.8,2025-06-30T00:00:00.000Z
Ja-Ela,4.37,2.0,3.0,3.8,2025-06-30T00:00:00.000Z
Negombo,3.22,2.0,3.0,3.8,2025-06-30T00:00:00.000Z
Minuwangoda,3.77,2.0,3.0,3.8,2025-07-01T00:00:00.000Z
Gampaha,3.48,2.0,3.0,3.8,2025-07-01T00:00:00.000Z
Ja-Ela,3.10,2.0,3.0,3.8,2025-07-01T00:00:00.000Z
Negombo,4.35,2.0,3.0,3.8,2025-07-01T00:00:00.000Z
Minuwangoda,4.95,2.0,3.0,3.8,2025-07-02T00:00:00.000Z
Gampaha,3.51,2.0,3.0,3.8,2025-07-02T00:00:00.000Z
Ja-Ela,4.30,2.0,3.0,3.8,2025-07-02T00:00:00.000Z
Negombo,4.01,2.0,3.0,3.8,2025-07-02T00:00:00.000Z
Minuwangoda,4.60,2.0,3.0,3.8,2025-07-03T00:00:00.000Z
Gampaha,3.06,2.0,3.0,3.8,2025-07-03T00:00:00.000Z
Ja-Ela,4.18,2.0,3.0,3.8,2025-07-03T00:00:00.000Z
Negombo,3.28,2.0,3.0,3.8,2025-07-03T00:00:00.000Z
Minuwangoda,4.72,2.0,3.0,3.8,2025-07-04T00:00:00.000Z
Gampaha,3.55,2.0,3.0,3.8,2025-07-04T00:00:00.000Z
Ja-Ela,3.54,2.0,3.0,3.8,2025-07-04T00:00:00.000Z
Negombo,4.83,2.0,3.0,3.8,2025-07-04T00:00:00.000Z
Minuwangoda,3.74,2.0,3.0,3.8,2025-07-05T00:00:00.000Z
Gampaha,5.00,2.0,3.0,3.8,2025-07-05T00:00:00.000Z
Ja-Ela,4.74,2.0,3.0,3.8,2025-07-05T00:00:00.000Z
Negombo,4.39,2.0,3.0,3.8,2025-07-05T00:00:00.000Z
Minuwangoda,4.19,2.0,3.0,3.8,2025-07-06T00:00:00.000Z
Gampaha,3.49,2.0,3.0,3.8,2025-07-06T00:00:00.000Z
Ja-Ela,3.23,2.0,3.0,3.8,2025-07-06T00:00:00.000Z
Negombo,4.84,2.0,3.0,3.8,2025-07-06T00:00:00.000Z
Minuwangoda,4.94,2.0,3.0,3.8,2025-07-07T00:00:00.000Z
Gampaha,3.02,2.0,3.0,3.8,2025-07-07T00:00:00.000Z
Ja-Ela,3.84,2.0,3.0,3.8,2025-07-07T00:00:00.000Z
Negombo,3.43,2.0,3.0,3.8,2025-07-07T00:00:00.000Z
Minuwangoda,3.67,2.0,3.0,3.8,2025-07-08T00:00:00.000Z
Gampaha,4.81,2.0,3.0,3.8,2025-07-08T00:00:00.000Z
Ja-Ela,3.61,2.0,3.0,3.8,2025-07-08T00:00:00.000Z
Negombo,4.92,2.0,3.0,3.8,2025-07-08T00:00:00.000Z
Minuwangoda,5.00,2.0,3.0,3.8,2025-07-09T00:00:00.000Z
Gampaha,4.48,2.0,3.0,3.8,2025-07-09T00:00:00.000Z
Ja-Ela,4.05,2.0,3.0,3.8,2025-07-09T00:00:00.000Z
Negombo,4.31,2.0,3.0,3.8,2025-07-09T00:00:00.000Z
Minuwangoda,4.46,2.0,3.0,3.8,2025-07-10T00:00:00.000Z
Gampaha,3.41,2.0,3.0,3.8,2025-07-10T00:00:00.000Z
Ja-Ela,4.33,2.0,3.0,3.8,2025-07-10T00:00:00.000Z
Negombo,3.12,2.0,3.0,3.8,2025-07-10T00:00:00.000Z
Minuwangoda,4.00,2.0,3.0,3.8,2025-07-11T00:00:00.000Z
Gampaha,4.71,2.0,3.0,3.8,2025-07-11T00:00:00.000Z
Ja-Ela,4.46,2.0,3.0,3.8,2025-07-11T00:00:00.000Z
Negombo,4.12,2.0,3.0,3.8,2025-07-11T00:00:00.000Z
Minuwangoda,4.47,2.0,3.0,3.8,2025-07-12T00:00:00.000Z
Gampaha,3.86,2.0,3.0,3.8,2025-07-12T00:00:00.000Z
Ja-Ela,3.65,2.0,3.0,3.8,2025-07-12T00:00:00.000Z
Negombo,4.46,2.0,3.0,3.8,2025-07-12T00:00:00.000Z
Minuwangoda,3.14,2.0,3.0,3.8,2025-07-13T00:00:00.000Z
Gampaha,4.78,2.0,3.0,3.8,2025-07-13T00:00:00.000Z
Ja-Ela,3.33,2.0,3.0,3.8,2025-07-13T00:00:00.000Z
Negombo,3.94,2.0,3.0,3.8,2025-07-13T00:00:00.000Z
Minuwangoda,3.64,2.0,3.0,3.8,2025-07-14T00:00:00.000Z
Gampaha,3.23,2.0,3.0,3.8,2025-07-14T00:00:00.000Z
Ja-Ela,3.02,2.0,3.0,3.8,2025-07-14T00:00:00.000Z
Negombo,4.12,2.0,3.0,3.8,2025-07-14T00:00:00.000Z
Minuwangoda,4.80,2.0,3.0,3.8,2025-07-15T00:00:00.000Z
Gampaha,4.89,2.0,3.0,3.8,2025-07-15T00:00:00.000Z
Ja-Ela,3.87,2.0,3.0,3.8,2025-07-15T00:00:00.000Z
Negombo,3.77,2.0,3.0,3.8,2025-07-15T00:00:00.000Z
Minuwangoda,4.22,2.0,3.0,3.8,2025-07-16T00:00:00.000Z
Gampaha,4.47,2.0,3.0,3.8,2025-07-16T00:00:00.000Z
Ja-Ela,3.97,2.0,3.0,3.8,2025-07-16T00:00:00.000Z
Negombo,3.41,2.0,3.0,3.8,2025-07-16T00:00:00.000Z
Minuwangoda,3.76,2.0,3.0,3.8,2025-07-17T00:00:00.000Z
Gampaha,4.04,2.0,3.0,3.8,2025-07-17T00:00:00.000Z
Ja-Ela,4.53,2.0,3.0,3.8,2025-07-17T00:00:00.000Z
Negombo,3.17,2.0,3.0,3.8,2025-07-17T00:00:00.000Z
Minuwangoda,4.04,2.0,3.0,3.8,2025-07-18T00:00:00.000Z
Gampaha,3.75,2.0,3.0,3.8,2025-07-18T00:00:00.000Z
Ja-Ela,3.05,2.0,3.0,3.8,2025-07-18T00:00:00.000Z
Negombo,4.24,2.0,3.0,3.8,2025-07-18T00:00:00.000Z
Minuwangoda,4.84,2.0,3.0,3.8,2025-07-19T00:00:00.000Z
Gampaha,3.69,2.0,3.0,3.8,2025-07-19T00:00:00.000Z
Ja-Ela,3.58,2.0,3.0,3.8,2025-07-19T00:00:00.000Z
Negombo,4.50,2.0,3.0,3.8,2025-07-19T00:00:00.000Z
Minuwangoda,4.72,2.0,3.0,3.8,2025-07-20T00:00:00.000Z
Gampaha,3.10,2.0,3.0,3.8,2025-07-20T00:00:00.000Z
Ja-Ela,3.28,2.0,3.0,3.8,2025-07-20T00:00:00.000Z
Negombo,4.78,2.0,3.0,3.8,2025-07-20T00:00:00.000Z
Minuwangoda,3.90,2.0,3.0,3.8,2025-07-21T00:00:00.000Z
Gampaha,3.49,2.0,3.0,3.8,2025-07-21T00:00:00.000Z
Ja-Ela,4.08,2.0,3.0,3.8,2025-07-21T00:00:00.000Z
Negombo,4.65,2.0,3.0,3.8,2025-07-21T00:00:00.000Z
Minuwangoda,4.63,2.0,3.0,3.8,2025-07-22T00:00:00.000Z
Gampaha,3.70,2.0,3.0,3.8,2025-07-22T00:00:00.000Z
Ja-Ela,4.98,2.0,3.0,3.8,2025-07-22T00:00:00.000Z
Negombo,3.71,2.0,3.0,3.8,2025-07-22T00:00:00.000Z
Minuwangoda,3.23,2.0,3.0,3.8,2025-07-23T00:00:00.000Z
Gampaha,4.28,2.0,3.0,3.8,2025-07-23T00:00:00.000Z
Ja-Ela,4.56,2.0,3.0,3.8,2025-07-23T00:00:00.000Z
Negombo,4.86,2.0,3.0,3.8,2025-07-23T00:00:00.000Z
Minuwangoda,4.36,2.0,3.0,3.8,2025-07-24T00:00:00.000Z
Gampaha,4.58,2.0,3.0,3.8,2025-07-24T00:00:00.000Z
Ja-Ela,4.11,2.0,3.0,3.8,2025-07-24T00:00:00.000Z
Negombo,4.03,2.0,3.0,3.8,2025-07-24T00:00:00.000Z
Minuwangoda,4.50,2.0,3.0,3.8,2025-07-25T00:00:00.000Z
Gampaha,4.94,2.0,3.0,3.8,2025-07-25T00:00:00.000Z
Ja-Ela,3.73,2.0,3.0,3.8,2025-07-25T00:00:00.000Z
Negombo,3.54,2.0,3.0,3.8,2025-07-25T00:00:00.000Z
Minuwangoda,3.41,2.0,3.0,3.8,2025-07-26T00:00:00.000Z
Gampaha,4.30,2.0,3.0,3.8,2025-07-26T00:00:00.000Z
Ja-Ela,4.50,2.0,3.0,3.8,2025-07-26T00:00:00.000Z
Negombo,3.76,2.0,3.0,3.8,2025-07-26T00:00:00.000Z
Minuwangoda,3.55,2.0,3.0,3.8,2025-07-27T00:00:00.000Z
Gampaha,4.23,2.0,3.0,3.8,2025-07-27T00:00:00.000Z
Ja-Ela,4.67,2.0,3.0,3.8,2025-07-27T00:00:00.000Z
Negombo,4.76,2.0,3.0,3.8,2025-07-27T00:00:00.000Z
Minuwangoda,3.72,2.0,3.0,3.8,2025-07-28T00:00:00.000Z
Gampaha,4.08,2.0,3.0,3.8,2025-07-28T00:00:00.000Z
Ja-Ela,4.31,2.0,3.0,3.8,2025-07-28T00:00:00.000Z
Negombo,3.98,2.0,3.0,3.8,2025-07-28T00:00:00.000Z
Minuwangoda,3.11,2.0,3.0,3.8,2025-07-29T00:00:00.000Z
Gampaha,3.49,2.0,3.0,3.8,2025-07-29T00:00:00.000Z
Ja-Ela,4.54,2.0,3.0,3.8,2025-07-29T00:00:00.000Z
Negombo,4.10,2.0,3.0,3.8,2025-07-29T00:00:00.000Z
Minuwangoda,4.41,2.0,3.0,3.8,2025-07-30T00:00:00.000Z
Gampaha,4.65,2.0,3.0,3.8,2025-07-30T00:00:00.000Z
Ja-Ela,3.10,2.0,3.0,3.8,2025-07-30T00:00:00.000Z
Negombo,3.12,2.0,3.0,3.8,2025-07-30T00:00:00.000Z
Minuwangoda,4.36,2.0,3.0,3.8,2025-07-31T00:00:00.000Z
Gampaha,4.16,2.0,3.0,3.8,2025-07-31T00:00:00.000Z
Ja-Ela,3.34,2.0,3.0,3.8,2025-07-31T00:00:00.000Z
Negombo,4.10,2.0,3.0,3.8,2025-07-31T00:00:00.000Z
Minuwangoda,4.21,2.0,3.0,3.8,2025-08-01T00:00:00.000Z
Gampaha,4.03,2.0,3.0,3.8,2025-08-01T00:00:00.000Z
Ja-Ela,4.58,2.0,3.0,3.8,2025-08-01T00:00:00.000Z
Negombo,4.03,2.0,3.0,3.8,2025-08-01T00:00:00.000Z
Minuwangoda,4.28,2.0,3.0,3.8,2025-08-02T00:00:00.000Z
Gampaha,4.63,2.0,3.0,3.8,2025-08-02T00:00:00.000Z
Ja-Ela,3.44,2.0,3.0,3.8,2025-08-02T00:00:00.000Z
Negombo,3.18,2.0,3.0,3.8,2025-08-02T00:00:00.000Z
Minuwangoda,4.38,2.0,3.0,3.8,2025-08-03T00:00:00.000Z
Gampaha,4.90,2.0,3.0,3.8,2025-08-03T00:00:00.000Z
Ja-Ela,3.85,2.0,3.0,3.8,2025-08-03T00:00:00.000Z
Negombo,3.21,2.0,3.0,3.8,2025-08-03T00:00:00.000Z
Minuwangoda,4.60,2.0,3.0,3.8,2025-08-04T00:00:00.000Z
Gampaha,4.71,2.0,3.0,3.8,2025-08-04T00:00:00.000Z
Ja-Ela,3.91,2.0,3.0,3.8,2025-08-04T00:00:00.000Z
Negombo,4.48,2.0,3.0,3.8,2025-08-04T00:00:00.000Z
Minuwangoda,3.00,2.0,3.0,3.8,2025-08-05T00:00:00.000Z
Gampaha,4.13,2.0,3.0,3.8,2025-08-05T00:00:00.000Z
Ja-Ela,3.70,2.0,3.0,3.8,2025-08-05T00:00:00.000Z
Negombo,4.34,2.0,3.0,3.8,2025-08-05T00:00:00.000Z
Minuwangoda,4.76,2.0,3.0,3.8,2025-08-06T00:00:00.000Z
Gampaha,4.06,2.0,3.0,3.8,2025-08-06T00:00:00.000Z
Ja-Ela,4.38,2.0,3.0,3.8,2025-08-06T00:00:00.000Z
Negombo,4.38,2.0,3.0,3.8,2025-08-06T00:00:00.000Z
Minuwangoda,3.45,2.0,3.0,3.8,2025-08-07T00:00:00.000Z
Gampaha,4.23,2.0,3.0,3.8,2025-08-07T00:00:00.000Z
Ja-Ela,3.82,2.0,3.0,3.8,2025-08-07T00:00:00.000Z
Negombo,4.92,2.0,3.0,3.8,2025-08-07T00:00:00.000Z
Minuwangoda,3.31,2.0,3.0,3.8,2025-08-08T00:00:00.000Z
Gampaha,4.99,2.0,3.0,3.8,2025-08-08T00:00:00.000Z
Ja-Ela,4.75,2.0,3.0,3.8,2025-08-08T00:00:00.000Z
Negombo,4.41,2.0,3.0,3.8,2025-08-08T00:00:00.000Z
Minuwangoda,3.27,2.0,3.0,3.8,2025-08-09T00:00:00.000Z
Gampaha,3.55,2.0,3.0,3.8,2025-08-09T00:00:00.000Z
Ja-Ela,3.87,2.0,3.0,3.8,2025-08-09T00:00:00.000Z
Negombo,4.74,2.0,3.0,3.8,2025-08-09T00:00:00.000Z
Minuwangoda,4.00,2.0,3.0,3.8,2025-08-10T00:00:00.000Z
Gampaha,4.83,2.0,3.0,3.8,2025-08-10T00:00:00.000Z
Ja-Ela,4.49,2.0,3.0,3.8,2025-08-10T00:00:00.000Z
Negombo,4.44,2.0,3.0,3.8,2025-08-10T00:00:00.000Z
Minuwangoda,3.91,2.0,3.0,3.8,2025-08-11T00:00:00.000Z
Gampaha,4.93,2.0,3.0,3.8,2025-08-11T00:00:00.000Z
Ja-Ela,4.33,2.0,3.0,3.8,2025-08-11T00:00:00.000Z
Negombo,4.24,2.0,3.0,3.8,2025-08-11T00:00:00.000Z
Minuwangoda,3.72,2.0,3.0,3.8,2025-08-12T00:00:00.000Z
Gampaha,4.68,2.0,3.0,3.8,2025-08-12T00:00:00.000Z
Ja-Ela,3.28,2.0,3.0,3.8,2025-08-12T00:00:00.000Z
Negombo,3.79,2.0,3.0,3.8,2025-08-12T00:00:00.000Z
Minuwangoda,3.55,2.0,3.0,3.8,2025-08-13T00:00:00.000Z
Gampaha,3.07,2.0,3.0,3.8,2025-08-13T00:00:00.000Z
Ja-Ela,4.08,2.0,3.0,3.8,2025-08-13T00:00:00.000Z
Negombo,3.18,2.0,3.0,3.8,2025-08-13T00:00:00.000Z
Minuwangoda,3.19,2.0,3.0,3.8,2025-08-14T00:00:00.000Z
Gampaha,3.03,2.0,3.0,3.8,2025-08-14T00:00:00.000Z
Ja-Ela,3.43,2.0,3.0,3.8,2025-08-14T00:00:00.000Z
Negombo,4.63,2.0,3.0,3.8,2025-08-14T00:00:00.000Z
Minuwangoda,3.38,2.0,3.0,3.8,2025-08-15T00:00:00.000Z
Gampaha,3.43,2.0,3.0,3.8,2025-08-15T00:00:00.000Z
Ja-Ela,3.17,2.0,3.0,3.8,2025-08-15T00:00:00.000Z
Negombo,3.40,2.0,3.0,3.8,2025-08-15T00:00:00.000Z
Minuwangoda,4.14,2.0,3.0,3.8,2025-08-16T00:00:00.000Z
Gampaha,4.97,2.0,3.0,3.8,2025-08-16T00:00:00.000Z
Ja-Ela,4.17,2.0,3.0,3.8,2025-08-16T00:00:00.000Z
Negombo,3.79,2.0,3.0,3.8,2025-08-16T00:00:00.000Z
Minuwangoda,4.82,2.0,3.0,3.8,2025-08-17T00:00:00.000Z
Gampaha,3.42,2.0,3.0,3.8,2025-08-17T00:00:00.000Z
Ja-Ela,4.48,2.0,3.0,3.8,2025-08-17T00:00:00.000Z
Negombo,4.23,2.0,3.0,3.8,2025-08-17T00:00:00.000Z
Minuwangoda,4.68,2.0,3.0,3.8,2025-08-18T00:00:00.000Z
Gampaha,4.27,2.0,3.0,3.8,2025-08-18T00:00:00.000Z
Ja-Ela,3.04,2.0,3.0,3.8,2025-08-18T00:00:00.000Z
Negombo,4.77,2.0,3.0,3.8,2025-08-18T00:00:00.000Z
Minuwangoda,3.23,2.0,3.0,3.8,2025-08-19T00:00:00.000Z
Gampaha,3.36,2.0,3.0,3.8,2025-08-19T00:00:00.000Z
Ja-Ela,3.20,2.0,3.0,3.8,2025-08-19T00:00:00.000Z
Negombo,3.96,2.0,3.0,3.8,2025-08-19T00:00:00.000Z
Minuwangoda,3.26,2.0,3.0,3.8,2025-08-20T00:00:00.000Z
Gampaha,4.39,2.0,3.0,3.8,2025-08-20T00:00:00.000Z
Ja-Ela,4.18,2.0,3.0,3.8,2025-08-20T00:00:00.000Z
Negombo,4.98,2.0,3.0,3.8,2025-08-20T00:00:00.000Z
Minuwangoda,3.06,2.0,3.0,3.8,2025-08-21T00:00:00.000Z
Gampaha,4.95,2.0,3.0,3.8,2025-08-21T00:00:00.000Z
Ja-Ela,3.11,2.0,3.0,3.8,2025-08-21T00:00:00.000Z
Negombo,3.86,2.0,3.0,3.8,2025-08-21T00:00:00.000Z
Minuwangoda,4.94,2.0,3.0,3.8,2025-08-22T00:00:00.000Z
Gampaha,3.58,2.0,3.0,3.8,2025-08-22T00:00:00.000Z
Ja-Ela,4.56,2.0,3.0,3.8,2025-08-22T00:00:00.000Z
Negombo,3.49,2.0,3.0,3.8,2025-08-22T00:00:00.000Z
Minuwangoda,3.51,2.0,3.0,3.8,2025-08-23T00:00:00.000Z
Gampaha,4.52,2.0,3.0,3.8,2025-08-23T00:00:00.000Z
Ja-Ela,3.92,2.0,3.0,3.8,2025-08-23T00:00:00.000Z
Negombo,4.35,2.0,3.0,3.8,2025-08-23T00:00:00.000Z
Minuwangoda,3.61,2.0,3.0,3.8,2025-08-24T00:00:00.000Z
Gampaha,3.83,2.0,3.0,3.8,2025-08-24T00:00:00.000Z
Ja-Ela,3.51,2.0,3.0,3.8,2025-08-24T00:00:00.000Z
Negombo,3.59,2.0,3.0,3.8,2025-08-24T00:00:00.000Z
Minuwangoda,4.75,2.0,3.0,3.8,2025-08-25T00:00:00.000Z
Gampaha,4.09,2.0,3.0,3.8,2025-08-25T00:00:00.000Z
Ja-Ela,3.58,2.0,3.0,3.8,2025-08-25T00:00:00.000Z
Negombo,4.73,2.0,3.0,3.8,2025-08-25T00:00:00.000Z
Minuwangoda,3.65,2.0,3.0,3.8,2025-08-26T00:00:00.000Z
Gampaha,4.30,2.0,3.0,3.8,2025-08-26T00:00:00.000Z
Ja-Ela,4.10,2.0,3.0,3.8,2025-08-26T00:00:00.000Z
Negombo,3.78,2.0,3.0,3.8,2025-08-26T00:00:00.000Z
Minuwangoda,4.61,2.0,3.0,3.8,2025-08-27T00:00:00.000Z
Gampaha,3.27,2.0,3.0,3.8,2025-08-27T00:00:00.000Z
Ja-Ela,4.63,2.0,3.0,3.8,2025-08-27T00:00:00.000Z
Negombo,3.62,2.0,3.0,3.8,2025-08-27T00:00:00.000Z
Minuwangoda,4.68,2.0,3.0,3.8,2025-08-28T00:00:00.000Z
Gampaha,4.84,2.0,3.0,3.8,2025-08-28T00:00:00.000Z
Ja-Ela,4.91,2.0,3.0,3.8,2025-08-28T00:00:00.000Z
Negombo,3.21,2.0,3.0,3.8,2025-08-28T00:00:00.000Z
Minuwangoda,3.11,2.0,3.0,3.8,2025-08-29T00:00:00.000Z
Gampaha,3.59,2.0,3.0,3.8,2025-08-29T00:00:00.000Z
Ja-Ela,3.30,2.0,3.0,3.8,2025-08-29T00:00:00.000Z
Negombo,4.16,2.0,3.0,3.8,2025-08-29T00:00:00.000Z
Minuwangoda,3.53,2.0,3.0,3.8,2025-08-30T00:00:00.000Z
Gampaha,3.71,2.0,3.0,3.8,2025-08-30T00:00:00.000Z
Ja-Ela,4.73,2.0,3.0,3.8,2025-08-30T00:00:00.000Z
Negombo,4.04,2.0,3.0,3.8,2025-08-30T00:00:00.000Z
Minuwangoda,3.11,2.0,3.0,3.8,2025-08-31T00:00:00.000Z
Gampaha,3.87,2.0,3.0,3.8,2025-08-31T00:00:00.000Z
Ja-Ela,4.83,2.0,3.0,3.8,2025-08-31T00:00:00.000Z
Negombo,4.44,2.0,3.0,3.8,2025-08-31T00:00:00.000Z
Minuwangoda,3.21,2.0,3.0,3.8,2025-09-01T00:00:00.000Z
Gampaha,4.03,2.0,3.0,3.8,2025-09-01T00:00:00.000Z
Ja-Ela,3.13,2.0,3.0,3.8,2025-09-01T00:00:00.000Z
Negombo,4.62,2.0,3.0,3.8,2025-09-01T00:00:00.000Z
Minuwangoda,4.48,2.0,3.0,3.8,2025-09-02T00:00:00.000Z
Gampaha,4.91,2.0,3.0,3.8,2025-09-02T00:00:00.000Z
Ja-Ela,3.86,2.0,3.0,3.8,2025-09-02T00:00:00.000Z
Negombo,3.46,2.0,3.0,3.8,2025-09-02T00:00:00.000Z
Minuwangoda,4.21,2.0,3.0,3.8,2025-09-03T00:00:00.000Z
Gampaha,3.05,2.0,3.0,3.8,2025-09-03T00:00:00.000Z
Ja-Ela,4.81,2.0,3.0,3.8,2025-09-03T00:00:00.000Z
Negombo,4.71,2.0,3.0,3.8,2025-09-03T00:00:00.000Z
Minuwangoda,4.89,2.0,3.0,3.8,2025-09-04T00:00:00.000Z
Gampaha,3.31,2.0,3.0,3.8,2025-09-04T00:00:00.000Z
Ja-Ela,3.81,2.0,3.0,3.8,2025-09-04T00:00:00.000Z
Negombo,4.97,2.0,3.0,3.8,2025-09-04T00:00:00.000Z
Minuwangoda,3.45,2.0,3.0,3.8,2025-09-05T00:00:00.000Z
Gampaha,4.53,2.0,3.0,3.8,2025-09-05T00:00:00.000Z
Ja-Ela,3.26,2.0,3.0,3.8,2025-09-05T00:00:00.000Z
Negombo,3.45,2.0,3.0,3.8,2025-09-05T00:00:00.000Z
