location,temperature,humidity,pressure,rainfall,recordedAt,source
Gampaha,29.3,82,1008,14.23,2025-03-23T00:00:00.000Z,Simulated
Ja-Ela,31.0,88,1003,0.16,2025-03-23T00:00:00.000Z,Simulated
Negombo,26.1,84,1007,4.70,2025-03-23T00:00:00.000Z,Simulated
Minuwangoda,26.9,82,1010,9.82,2025-03-24T00:00:00.000Z,Simulated
Gampaha,27.1,91,1003,23.37,2025-03-24T00:00:00.000Z,Simulated
Ja-Ela,26.7,70,1001,26.27,2025-03-24T00:00:00.000Z,Simulated
Negombo,31.5,69,1002,31.57,2025-03-24T00:00:00.000Z,Simulated
Minuwangoda,30.3,74,1006,12.14,2025-03-25T00:00:00.000Z,Simulated
Gampaha,30.4,75,1009,4.71,2025-03-25T00:00:00.000Z,Simulated
Ja-Ela,30.8,91,1003,8.43,2025-03-25T00:00:00.000Z,Simulated
Negombo,29.0,68,1007,22.44,2025-03-25T00:00:00.000Z,Simulated
Minuwangoda,30.9,76,1005,3.56,2025-03-26T00:00:00.000Z,Simulated
Gampaha,30.4,80,1007,9.85,2025-03-26T00:00:00.000Z,Simulated
Ja-Ela,28.6,94,1005,46.61,2025-03-26T00:00:00.000Z,Simulated
Negombo,27.3,93,1001,11.79,2025-03-26T00:00:00.000Z,Simulated
Minuwangoda,30.0,76,1010,29.43,2025-03-27T00:00:00.000Z,Simulated
Gampaha,32.0,68,1009,26.35,2025-03-27T00:00:00.000Z,Simulated
Ja-Ela,29.2,95,1009,45.44,2025-03-27T00:00:00.000Z,Simulated
Negombo,27.7,79,1001,15.51,2025-03-27T00:00:00.000Z,Simulated
Minuwangoda,29.0,85,1000,47.78,2025-03-28T00:00:00.000Z,Simulated
Gampaha,30.5,86,1008,17.44,2025-03-28T00:00:00.000Z,Simulated
Ja-Ela,29.8,83,1010,20.48,2025-03-28T00:00:00.000Z,Simulated
Negombo,27.3,91,1008,45.09,2025-03-28T00:00:00.000Z,Simulated
Minuwangoda,26.5,91,1004,44.71,2025-03-29T00:00:00.000Z,Simulated
Gampaha,28.6,85,1010,4.71,2025-03-29T00:00:00.000Z,Simulated
Ja-Ela,28.1,71,1003,18.47,2025-03-29T00:00:00.000Z,Simulated
Negombo,31.7,68,1005,34.41,2025-03-29T00:00:00.000Z,Simulated
Minuwangoda,29.2,84,1010,1.13,2025-03-30T00:00:00.000Z,Simulated
Gampaha,30.4,71,1005,26.94,2025-03-30T00:00:00.000Z,Simulated
Ja-Ela,28.5,95,1009,43.84,2025-03-30T00:00:00.000Z,Simulated
Negombo,26.4,94,1002,15.89,2025-03-30T00:00:00.000Z,Simulated
Minuwangoda,29.1,85,1001,40.63,2025-03-31T00:00:00.000Z,Simulated
Gampaha,28.2,86,1003,12.02,2025-03-31T00:00:00.000Z,Simulated
Ja-Ela,26.9,76,1001,42.89,2025-03-31T00:00:00.000Z,Simulated
Negombo,27.5,79,1008,45.39,2025-03-31T00:00:00.000Z,Simulated
Minuwangoda,28.8,89,1008,27.50,2025-04-01T00:00:00.000Z,Simulated
Gampaha,30.0,95,1002,48.82,2025-04-01T00:00:00.000Z,Simulated
Ja-Ela,31.4,72,1008,33.59,2025-04-01T00:00:00.000Z,Simulated
Negombo,28.3,82,1009,45.65,2025-04-01T00:00:00.000Z,Simulated
Minuwangoda,26.6,90,1007,37.39,2025-04-02T00:00:00.000Z,Simulated
Gampaha,28.2,84,1005,38.85,2025-04-02T00:00:00.000Z,Simulated
Ja-Ela,32.0,72,1000,26.12,2025-04-02T00:00:00.000Z,Simulated
Negombo,31.9,69,1009,3.10,2025-04-02T00:00:00.000Z,Simulated
Minuwangoda,27.7,84,1007,26.87,2025-04-03T00:00:00.000Z,Simulated
Gampaha,30.9,73,1008,23.50,2025-04-03T00:00:00.000Z,Simulated
Ja-Ela,31.8,67,1001,5.11,2025-04-03T00:00:00.000Z,Simulated
Negombo,26.2,80,1000,47.13,2025-04-03T00:00:00.000Z,Simulated
Minuwangoda,26.5,81,1005,10.16,2025-04-04T00:00:00.000Z,Simulated
Gampaha,29.3,68,1006,21.43,2025-04-04T00:00:00.000Z,Simulated
Ja-Ela,30.4,67,1010,9.55,2025-04-04T00:00:00.000Z,Simulated
Negombo,31.0,81,1006,21.46,2025-04-04T00:00:00.000Z,Simulated
Minuwangoda,27.3,68,1006,30.23,2025-04-05T00:00:00.000Z,Simulated
Gampaha,29.1,73,1007,29.50,2025-04-05T00:00:00.000Z,Simulated
Ja-Ela,31.4,79,1003,5.62,2025-04-05T00:00:00.000Z,Simulated
Negombo,30.0,80,1005,10.22,2025-04-05T00:00:00.000Z,Simulated
Minuwangoda,28.5,85,1002,44.15,2025-04-06T00:00:00.000Z,Simulated
Gampaha,30.8,91,1002,37.79,2025-04-06T00:00:00.000Z,Simulated
Ja-Ela,27.8,66,1006,10.60,2025-04-06T00:00:00.000Z,Simulated
Negombo,28.0,94,1000,13.36,2025-04-06T00:00:00.000Z,Simulated
Minuwangoda,30.1,84,1002,20.16,2025-04-07T00:00:00.000Z,Simulated
Gampaha,28.2,68,1007,13.53,2025-04-07T00:00:00.000Z,Simulated
Ja-Ela,29.4,74,1001,3.22,2025-04-07T00:00:00.000Z,Simulated
Negombo,28.1,89,1006,11.70,2025-04-07T00:00:00.000Z,Simulated
Minuwangoda,28.8,94,1001,29.79,2025-04-08T00:00:00.000Z,Simulated
Gampaha,27.1,71,1006,13.79,2025-04-08T00:00:00.000Z,Simulated
Ja-Ela,27.1,86,1004,27.10,2025-04-08T00:00:00.000Z,Simulated
Negombo,27.0,66,1010,11.79,2025-04-08T00:00:00.000Z,Simulated
Minuwangoda,30.7,73,1003,20.31,2025-04-09T00:00:00.000Z,Simulated
Gampaha,29.5,81,1008,19.38,2025-04-09T00:00:00.000Z,Simulated
Ja-Ela,27.6,69,1002,42.43,2025-04-09T00:00:00.000Z,Simulated
Negombo,30.4,71,1007,34.42,2025-04-09T00:00:00.000Z,Simulated
Minuwangoda,26.5,80,1000,37.25,2025-04-10T00:00:00.000Z,Simulated
Gampaha,26.4,83,1006,19.36,2025-04-10T00:00:00.000Z,Simulated
Ja-Ela,29.0,77,1007,10.92,2025-04-10T00:00:00.000Z,Simulated
Negombo,28.1,69,1002,44.24,2025-04-10T00:00:00.000Z,Simulated
Minuwangoda,29.5,79,1009,12.86,2025-04-11T00:00:00.000Z,Simulated
Gampaha,26.7,89,1005,20.23,2025-04-11T00:00:00.000Z,Simulated
Ja-Ela,29.0,87,1000,19.74,2025-04-11T00:00:00.000Z,Simulated
Negombo,30.0,81,1002,20.19,2025-04-11T00:00:00.000Z,Simulated
Minuwangoda,28.9,78,1008,42.88,2025-04-12T00:00:00.000Z,Simulated
Gampaha,27.8,76,1006,32.60,2025-04-12T00:00:00.000Z,Simulated
Ja-Ela,29.0,83,1010,48.37,2025-04-12T00:00:00.000Z,Simulated
Negombo,28.4,68,1005,9.32,2025-04-12T00:00:00.000Z,Simulated
Minuwangoda,28.9,91,1004,10.66,2025-04-13T00:00:00.000Z,Simulated
Gampaha,29.1,69,1002,13.55,2025-04-13T00:00:00.000Z,Simulated
Ja-Ela,31.5,90,1002,45.27,2025-04-13T00:00:00.000Z,Simulated
Negombo,29.5,89,1003,46.01,2025-04-13T00:00:00.000Z,Simulated
Minuwangoda,31.4,83,1007,31.03,2025-04-14T00:00:00.000Z,Simulated
Gampaha,31.1,83,1009,18.80,2025-04-14T00:00:00.000Z,Simulated
Ja-Ela,31.4,84,1001,22.03,2025-04-14T00:00:00.000Z,Simulated
Negombo,30.2,71,1004,17.86,2025-04-14T00:00:00.000Z,Simulated
Minuwangoda,29.6,70,1004,30.39,2025-04-15T00:00:00.000Z,Simulated
Gampaha,31.4,72,1005,38.13,2025-04-15T00:00:00.000Z,Simulated
Ja-Ela,27.9,78,1008,30.48,2025-04-15T00:00:00.000Z,Simulated
Negombo,30.4,89,1005,37.43,2025-04-15T00:00:00.000Z,Simulated
Minuwangoda,27.9,89,1005,44.25,2025-04-16T00:00:00.000Z,Simulated
Gampaha,30.5,80,1010,16.87,2025-04-16T00:00:00.000Z,Simulated
Ja-Ela,27.2,73,1007,46.27,2025-04-16T00:00:00.000Z,Simulated
Negombo,28.3,87,1004,26.02,2025-04-16T00:00:00.000Z,Simulated
Minuwangoda,30.8,86,1001,39.78,2025-04-17T00:00:00.000Z,Simulated
Gampaha,30.9,94,1007,48.61,2025-04-17T00:00:00.000Z,Simulated
Ja-Ela,28.3,69,1003,32.23,2025-04-17T00:00:00.000Z,Simulated
Negombo,31.4,81,1007,8.49,2025-04-17T00:00:00.000Z,Simulated
Minuwangoda,30.9,77,1001,2.15,2025-04-18T00:00:00.000Z,Simulated
Gampaha,30.9,90,1003,21.50,2025-04-18T00:00:00.000Z,Simulated
Ja-Ela,31.3,79,1003,11.74,2025-04-18T00:00:00.000Z,Simulated
Negombo,26.5,83,1001,26.27,2025-04-18T00:00:00.000Z,Simulated
Minuwangoda,29.0,78,1008,30.67,2025-04-19T00:00:00.000Z,Simulated
Gampaha,28.8,77,1005,7.73,2025-04-19T00:00:00.000Z,Simulated
Ja-Ela,29.9,73,1004,25.27,2025-04-19T00:00:00.000Z,Simulated
Negombo,31.3,74,1010,36.42,2025-04-19T00:00:00.000Z,Simulated
Minuwangoda,29.3,91,1007,30.95,2025-04-20T00:00:00.000Z,Simulated
Gampaha,26.2,85,1003,35.35,2025-04-20T00:00:00.000Z,Simulated
Ja-Ela,28.4,67,1005,30.50,2025-04-20T00:00:00.000Z,Simulated
Negombo,26.9,88,1001,27.25,2025-04-20T00:00:00.000Z,Simulated
Minuwangoda,26.1,84,1008,24.80,2025-04-21T00:00:00.000Z,Simulated
Gampaha,31.3,74,1005,31.86,2025-04-21T00:00:00.000Z,Simulated
Ja-Ela,27.7,75,1009,29.28,2025-04-21T00:00:00.000Z,Simulated
Negombo,27.4,75,1009,16.10,2025-04-21T00:00:00.000Z,Simulated
Minuwangoda,29.5,71,1002,0.11,2025-04-22T00:00:00.000Z,Simulated
Gampaha,29.5,91,1001,11.76,2025-04-22T00:00:00.000Z,Simulated
Ja-Ela,29.4,85,1007,48.25,2025-04-22T00:00:00.000Z,Simulated
Negombo,29.2,91,1001,13.82,2025-04-22T00:00:00.000Z,Simulated
Minuwangoda,31.5,79,1004,40.83,2025-04-23T00:00:00.000Z,Simulated
Gampaha,30.2,77,1008,21.71,2025-04-23T00:00:00.000Z,Simulated
Ja-Ela,27.1,76,1002,18.07,2025-04-23T00:00:00.000Z,Simulated
Negombo,29.7,73,1003,6.22,2025-04-23T00:00:00.000Z,Simulated
Minuwangoda,31.4,85,1006,32.36,2025-04-24T00:00:00.000Z,Simulated
Gampaha,30.8,88,1002,42.36,2025-04-24T00:00:00.000Z,Simulated
Ja-Ela,28.6,92,1000,12.96,2025-04-24T00:00:00.000Z,Simulated
Negombo,27.8,70,1008,18.07,2025-04-24T00:00:00.000Z,Simulated
Minuwangoda,29.4,77,1007,27.17,2025-04-25T00:00:00.000Z,Simulated
Gampaha,27.1,65,1000,22.44,2025-04-25T00:00:00.000Z,Simulated
Ja-Ela,28.0,85,1005,29.40,2025-04-25T00:00:00.000Z,Simulated
Negombo,30.3,68,1007,21.19,2025-04-25T00:00:00.000Z,Simulated
Minuwangoda,30.1,70,1002,12.85,2025-04-26T00:00:00.000Z,Simulated
Gampaha,31.0,83,1008,12.40,2025-04-26T00:00:00.000Z,Simulated
Ja-Ela,28.3,88,1009,24.35,2025-04-26T00:00:00.000Z,Simulated
Negombo,31.7,81,1009,21.26,2025-04-26T00:00:00.000Z,Simulated
Minuwangoda,32.0,83,1010,46.03,2025-04-27T00:00:00.000Z,Simulated
Gampaha,30.4,67,1006,40.86,2025-04-27T00:00:00.000Z,Simulated
Ja-Ela,28.0,80,1006,31.60,2025-04-27T00:00:00.000Z,Simulated
Negombo,27.8,90,1006,39.47,2025-04-27T00:00:00.000Z,Simulated
Minuwangoda,27.7,81,1001,31.49,2025-04-28T00:00:00.000Z,Simulated
Gampaha,31.7,95,1003,29.09,2025-04-28T00:00:00.000Z,Simulated
Ja-Ela,27.9,81,1002,8.94,2025-04-28T00:00:00.000Z,Simulated
Negombo,28.7,67,1004,9.42,2025-04-28T00:00:00.000Z,Simulated
Minuwangoda,31.2,81,1009,23.95,2025-04-29T00:00:00.000Z,Simulated
Gampaha,27.2,89,1004,36.23,2025-04-29T00:00:00.000Z,Simulated
Ja-Ela,27.1,84,1004,45.32,2025-04-29T00:00:00.000Z,Simulated
Negombo,28.1,81,1009,36.87,2025-04-29T00:00:00.000Z,Simulated
Minuwangoda,31.6,92,1005,19.52,2025-04-30T00:00:00.000Z,Simulated
Gampaha,31.0,81,1003,41.10,2025-04-30T00:00:00.000Z,Simulated
Ja-Ela,26.3,67,1002,41.66,2025-04-30T00:00:00.000Z,Simulated
Negombo,31.9,77,1007,7.48,2025-04-30T00:00:00.000Z,Simulated
Minuwangoda,31.2,80,1003,63.51,2025-05-01T00:00:00.000Z,Simulated
Gampaha,31.4,81,1009,52.09,2025-05-01T00:00:00.000Z,Simulated
Ja-Ela,29.4,69,1009,15.87,2025-05-01T00:00:00.000Z,Simulated
Negombo,29.4,89,1009,55.30,2025-05-01T00:00:00.000Z,Simulated
Minuwangoda,30.4,87,1006,28.58,2025-05-02T00:00:00.000Z,Simulated
Gampaha,28.0,68,1006,40.54,2025-05-02T00:00:00.000Z,Simulated
Ja-Ela,31.3,74,1009,35.31,2025-05-02T00:00:00.000Z,Simulated
Negombo,26.0,74,1008,77.79,2025-05-02T00:00:00.000Z,Simulated
Minuwangoda,31.3,94,1004,60.86,2025-05-03T00:00:00.000Z,Simulated
Gampaha,26.8,77,1005,35.15,2025-05-03T00:00:00.000Z,Simulated
Ja-Ela,31.0,88,1006,77.43,2025-05-03T00:00:00.000Z,Simulated
Negombo,31.1,73,1007,49.07,2025-05-03T00:00:00.000Z,Simulated
Minuwangoda,27.1,73,1005,72.49,2025-05-04T00:00:00.000Z,Simulated
Gampaha,31.0,73,1006,53.15,2025-05-04T00:00:00.000Z,Simulated
Ja-Ela,27.3,72,1006,58.87,2025-05-04T00:00:00.000Z,Simulated
Negombo,30.7,85,1001,63.95,2025-05-04T00:00:00.000Z,Simulated
Minuwangoda,28.5,74,1004,34.33,2025-05-05T00:00:00.000Z,Simulated
Gampaha,29.2,67,1006,68.36,2025-05-05T00:00:00.000Z,Simulated
Ja-Ela,29.0,92,1003,76.51,2025-05-05T00:00:00.000Z,Simulated
Negombo,26.3,84,1008,19.86,2025-05-05T00:00:00.000Z,Simulated
Minuwangoda,26.7,89,1002,6.96,2025-05-06T00:00:00.000Z,Simulated
Gampaha,27.5,67,1003,5.03,2025-05-06T00:00:00.000Z,Simulated
Ja-Ela,29.1,88,1008,0.26,2025-05-06T00:00:00.000Z,Simulated
Negombo,31.1,84,1009,51.85,2025-05-06T00:00:00.000Z,Simulated
Minuwangoda,31.0,81,1001,71.07,2025-05-07T00:00:00.000Z,Simulated
Gampaha,30.4,77,1004,52.72,2025-05-07T00:00:00.000Z,Simulated
Ja-Ela,29.0,88,1007,35.66,2025-05-07T00:00:00.000Z,Simulated
Negombo,28.2,88,1001,57.04,2025-05-07T00:00:00.000Z,Simulated
Minuwangoda,26.5,66,1000,11.65,2025-05-08T00:00:00.000Z,Simulated
Gampaha,28.1,86,1000,7.39,2025-05-08T00:00:00.000Z,Simulated
Ja-Ela,28.8,86,1008,0.58,2025-05-08T00:00:00.000Z,Simulated
Negombo,26.3,76,1000,39.52,2025-05-08T00:00:00.000Z,Simulated
Minuwangoda,27.9,85,1009,10.42,2025-05-09T00:00:00.000Z,Simulated
Gampaha,26.0,89,1004,29.48,2025-05-09T00:00:00.000Z,Simulated
Ja-Ela,29.3,86,1005,34.30,2025-05-09T00:00:00.000Z,Simulated
Negombo,30.3,88,1003,60.90,2025-05-09T00:00:00.000Z,Simulated
Minuwangoda,26.9,71,1000,25.59,2025-05-10T00:00:00.000Z,Simulated
Gampaha,30.9,89,1008,68.82,2025-05-10T00:00:00.000Z,Simulated
Ja-Ela,29.3,88,1007,45.24,2025-05-10T00:00:00.000Z,Simulated
Negombo,28.7,75,1006,40.28,2025-05-10T00:00:00.000Z,Simulated
Minuwangoda,26.5,91,1003,45.32,2025-05-11T00:00:00.000Z,Simulated
Gampaha,31.8,81,1003,49.78,2025-05-11T00:00:00.000Z,Simulated
Ja-Ela,31.2,82,1006,42.29,2025-05-11T00:00:00.000Z,Simulated
Negombo,27.7,68,1004,77.67,2025-05-11T00:00:00.000Z,Simulated
Minuwangoda,27.2,74,1007,77.04,2025-05-12T00:00:00.000Z,Simulated
Gampaha,31.4,71,1006,6.12,2025-05-12T00:00:00.000Z,Simulated
Ja-Ela,27.1,71,1004,22.72,2025-05-12T00:00:00.000Z,Simulated
Negombo,26.2,79,1003,20.53,2025-05-12T00:00:00.000Z,Simulated
Minuwangoda,31.1,74,1003,39.31,2025-05-13T00:00:00.000Z,Simulated
Gampaha,29.8,73,1007,6.69,2025-05-13T00:00:00.000Z,Simulated
Ja-Ela,26.6,83,1006,0.61,2025-05-13T00:00:00.000Z,Simulated
Negombo,32.0,66,1007,71.00,2025-05-13T00:00:00.000Z,Simulated
Minuwangoda,31.1,67,1007,22.39,2025-05-14T00:00:00.000Z,Simulated
Gampaha,29.5,87,1005,3.64,2025-05-14T00:00:00.000Z,Simulated
Ja-Ela,30.1,81,1006,38.93,2025-05-14T00:00:00.000Z,Simulated
Negombo,28.9,88,1006,58.80,2025-05-14T00:00:00.000Z,Simulated
Minuwangoda,29.6,82,1006,55.67,2025-05-15T00:00:00.000Z,Simulated
Gampaha,29.5,79,1006,35.20,2025-05-15T00:00:00.000Z,Simulated
Ja-Ela,27.6,74,1009,48.57,2025-05-15T00:00:00.000Z,Simulated
Negombo,31.9,78,1004,57.99,2025-05-15T00:00:00.000Z,Simulated
Minuwangoda,28.4,93,1005,78.92,2025-05-16T00:00:00.000Z,Simulated
Gampaha,29.6,74,1006,36.93,2025-05-16T00:00:00.000Z,Simulated
Ja-Ela,28.1,70,1003,50.16,2025-05-16T00:00:00.000Z,Simulated
Negombo,29.7,77,1004,78.75,2025-05-16T00:00:00.000Z,Simulated
Minuwangoda,31.9,91,1002,11.65,2025-05-17T00:00:00.000Z,Simulated
Gampaha,31.4,82,1008,66.34,2025-05-17T00:00:00.000Z,Simulated
Ja-Ela,27.4,94,1008,36.38,2025-05-17T00:00:00.000Z,Simulated
Negombo,29.8,74,1004,37.68,2025-05-17T00:00:00.000Z,Simulated
Minuwangoda,29.3,67,1001,30.27,2025-05-18T00:00:00.000Z,Simulated
Gampaha,28.8,78,1008,48.83,2025-05-18T00:00:00.000Z,Simulated
Ja-Ela,29.7,87,1000,27.99,2025-05-18T00:00:00.000Z,Simulated
Negombo,30.5,74,1002,9.57,2025-05-18T00:00:00.000Z,Simulated
Minuwangoda,26.4,89,1008,26.00,2025-05-19T00:00:00.000Z,Simulated
Gampaha,29.6,78,1001,52.60,2025-05-19T00:00:00.000Z,Simulated
Ja-Ela,26.9,77,1000,56.03,2025-05-19T00:00:00.000Z,Simulated
Negombo,26.4,70,1001,42.55,2025-05-19T00:00:00.000Z,Simulated
Minuwangoda,31.8,80,1001,37.89,2025-05-20T00:00:00.000Z,Simulated
Gampaha,29.9,76,1003,52.08,2025-05-20T00:00:00.000Z,Simulated
Ja-Ela,31.5,76,1006,51.98,2025-05-20T00:00:00.000Z,Simulated
Negombo,26.6,74,1001,46.75,2025-05-20T00:00:00.000Z,Simulated
Minuwangoda,31.3,80,1003,29.67,2025-05-21T00:00:00.000Z,Simulated
Gampaha,29.5,77,1000,27.40,2025-05-21T00:00:00.000Z,Simulated
Ja-Ela,31.4,73,1006,17.99,2025-05-21T00:00:00.000Z,Simulated
Negombo,27.3,73,1001,73.36,2025-05-21T00:00:00.000Z,Simulated
Minuwangoda,27.4,81,1006,5.66,2025-05-22T00:00:00.000Z,Simulated
Gampaha,31.5,83,1006,36.54,2025-05-22T00:00:00.000Z,Simulated
Ja-Ela,27.1,74,1002,2.59,2025-05-22T00:00:00.000Z,Simulated
Negombo,29.7,89,1004,4.18,2025-05-22T00:00:00.000Z,Simulated
Minuwangoda,32.0,65,1007,47.78,2025-05-23T00:00:00.000Z,Simulated
Gampaha,31.4,74,1003,49.16,2025-05-23T00:00:00.000Z,Simulated
Ja-Ela,31.3,93,1001,68.12,2025-05-23T00:00:00.000Z,Simulated
Negombo,30.8,66,1001,77.62,2025-05-23T00:00:00.000Z,Simulated
Minuwangoda,31.7,71,1008,28.21,2025-05-24T00:00:00.000Z,Simulated
Gampaha,31.3,85,1010,70.86,2025-05-24T00:00:00.000Z,Simulated
Ja-Ela,31.8,78,1003,75.53,2025-05-24T00:00:00.000Z,Simulated
Negombo,26.8,83,1001,42.59,2025-05-24T00:00:00.000Z,Simulated
Minuwangoda,30.5,73,1008,66.65,2025-05-25T00:00:00.000Z,Simulated
Gampaha,30.4,75,1009,67.78,2025-05-25T00:00:00.000Z,Simulated
Ja-Ela,27.8,80,1008,62.22,2025-05-25T00:00:00.000Z,Simulated
Negombo,29.5,88,1009,47.08,2025-05-25T00:00:00.000Z,Simulated
Minuwangoda,30.8,83,1008,79.54,2025-05-26T00:00:00.000Z,Simulated
Gampaha,31.9,71,1003,8.05,2025-05-26T00:00:00.000Z,Simulated
Ja-Ela,26.8,68,1001,11.03,2025-05-26T00:00:00.000Z,Simulated
Negombo,28.5,82,1007,59.18,2025-05-26T00:00:00.000Z,Simulated
Minuwangoda,26.5,71,1000,32.18,2025-05-27T00:00:00.000Z,Simulated
Gampaha,26.2,68,1002,55.46,2025-05-27T00:00:00.000Z,Simulated
Ja-Ela,28.6,78,1009,40.57,2025-05-27T00:00:00.000Z,Simulated
Negombo,30.2,67,1008,25.25,2025-05-27T00:00:00.000Z,Simulated
Minuwangoda,26.5,80,1004,28.40,2025-05-28T00:00:00.000Z,Simulated
Gampaha,29.2,93,1004,41.49,2025-05-28T00:00:00.000Z,Simulated
Ja-Ela,29.6,86,1003,79.20,2025-05-28T00:00:00.000Z,Simulated
Negombo,31.3,90,1001,9.47,2025-05-28T00:00:00.000Z,Simulated
Minuwangoda,31.0,70,1007,28.71,2025-05-29T00:00:00.000Z,Simulated
Gampaha,28.1,76,1000,2.21,2025-05-29T00:00:00.000Z,Simulated
Ja-Ela,31.2,79,1005,21.62,2025-05-29T00:00:00.000Z,Simulated
Negombo,30.0,91,1007,24.58,2025-05-29T00:00:00.000Z,Simulated
Minuwangoda,29.5,83,1007,61.63,2025-05-30T00:00:00.000Z,Simulated
Gampaha,28.8,72,1003,72.03,2025-05-30T00:00:00.000Z,Simulated
Ja-Ela,31.1,67,1002,1.25,2025-05-30T00:00:00.000Z,Simulated
Negombo,31.2,69,1003,10.72,2025-05-30T00:00:00.000Z,Simulated
Minuwangoda,26.2,84,1004,19.02,2025-05-31T00:00:00.000Z,Simulated
Gampaha,28.4,89,1007,43.93,2025-05-31T00:00:00.000Z,Simulated
Ja-Ela,30.7,88,1010,23.82,2025-05-31T00:00:00.000Z,Simulated
Negombo,26.2,69,1008,27.14,2025-05-31T00:00:00.000Z,Simulated
Minuwangoda,29.0,71,1003,49.27,2025-06-01T00:00:00.000Z,Simulated
Gampaha,30.5,76,1008,6.17,2025-06-01T00:00:00.000Z,Simulated
Ja-Ela,27.5,79,1002,42.56,2025-06-01T00:00:00.000Z,Simulated
Negombo,27.8,66,1004,74.94,2025-06-01T00:00:00.000Z,Simulated
Minuwangoda,26.4,66,1001,38.72,2025-06-02T00:00:00.000Z,Simulated
Gampaha,29.3,66,1001,20.22,2025-06-02T00:00:00.000Z,Simulated
Ja-Ela,30.6,76,1001,41.84,2025-06-02T00:00:00.000Z,Simulated
Negombo,27.4,82,1006,12.36,2025-06-02T00:00:00.000Z,Simulated
Minuwangoda,27.1,84,1001,14.76,2025-06-03T00:00:00.000Z,Simulated
Gampaha,30.3,79,1004,59.76,2025-06-03T00:00:00.000Z,Simulated
Ja-Ela,28.2,81,1007,4.68,2025-06-03T00:00:00.000Z,Simulated
Negombo,29.6,90,1010,10.20,2025-06-03T00:00:00.000Z,Simulated
Minuwangoda,31.6,80,1002,66.77,2025-06-04T00:00:00.000Z,Simulated
Gampaha,28.8,82,1009,44.27,2025-06-04T00:00:00.000Z,Simulated
Ja-Ela,28.8,78,1001,20.26,2025-06-04T00:00:00.000Z,Simulated
Negombo,31.9,91,1005,26.85,2025-06-04T00:00:00.000Z,Simulated
Minuwangoda,29.2,71,1003,65.26,2025-06-05T00:00:00.000Z,Simulated
Gampaha,27.8,70,1000,50.73,2025-06-05T00:00:00.000Z,Simulated
Ja-Ela,26.1,68,1000,18.83,2025-06-05T00:00:00.000Z,Simulated
Negombo,27.7,68,1002,56.46,2025-06-05T00:00:00.000Z,Simulated
Minuwangoda,26.5,82,1004,34.29,2025-06-06T00:00:00.000Z,Simulated
Gampaha,28.9,80,1001,62.88,2025-06-06T00:00:00.000Z,Simulated
Ja-Ela,27.7,91,1009,4.55,2025-06-06T00:00:00.000Z,Simulated
Negombo,31.0,79,1001,51.89,2025-06-06T00:00:00.000Z,Simulated
Minuwangoda,29.2,72,1001,6.43,2025-06-07T00:00:00.000Z,Simulated
Gampaha,32.0,79,1004,2.26,2025-06-07T00:00:00.000Z,Simulated
Ja-Ela,26.0,93,1007,51.40,2025-06-07T00:00:00.000Z,Simulated
Negombo,30.2,69,1010,27.78,2025-06-07T00:00:00.000Z,Simulated
Minuwangoda,30.9,67,1009,45.30,2025-06-08T00:00:00.000Z,Simulated
Gampaha,26.1,68,1002,41.96,2025-06-08T00:00:00.000Z,Simulated
Ja-Ela,29.9,84,1003,0.48,2025-06-08T00:00:00.000Z,Simulated
Negombo,31.3,77,1008,0.85,2025-06-08T00:00:00.000Z,Simulated
Minuwangoda,28.8,78,1007,22.09,2025-06-09T00:00:00.000Z,Simulated
Gampaha,30.1,74,1001,4.58,2025-06-09T00:00:00.000Z,Simulated
Ja-Ela,31.4,77,1004,30.71,2025-06-09T00:00:00.000Z,Simulated
Negombo,28.6,86,1005,46.26,2025-06-09T00:00:00.000Z,Simulated
Minuwangoda,31.5,70,1006,11.02,2025-06-10T00:00:00.000Z,Simulated
Gampaha,27.5,86,1008,11.31,2025-06-10T00:00:00.000Z,Simulated
Ja-Ela,29.7,76,1009,42.47,2025-06-10T00:00:00.000Z,Simulated
Negombo,29.7,70,1000,37.01,2025-06-10T00:00:00.000Z,Simulated
Minuwangoda,28.2,65,1009,73.55,2025-06-11T00:00:00.000Z,Simulated
Gampaha,27.3,78,1004,39.93,2025-06-11T00:00:00.000Z,Simulated
Ja-Ela,28.8,72,1008,31.28,2025-06-11T00:00:00.000Z,Simulated
Negombo,29.9,80,1001,11.87,2025-06-11T00:00:00.000Z,Simulated
Minuwangoda,31.6,74,1005,42.65,2025-06-12T00:00:00.000Z,Simulated
Gampaha,30.6,70,1001,65.06,2025-06-12T00:00:00.000Z,Simulated
Ja-Ela,26.5,88,1001,44.96,2025-06-12T00:00:00.000Z,Simulated
Negombo,27.3,76,1004,18.12,2025-06-12T00:00:00.000Z,Simulated
Minuwangoda,26.5,74,1002,4.30,2025-06-13T00:00:00.000Z,Simulated
Gampaha,26.8,65,1010,31.74,2025-06-13T00:00:00.000Z,Simulated
Ja-Ela,29.8,69,1007,4.74,2025-06-13T00:00:00.000Z,Simulated
Negombo,29.7,93,1004,34.53,2025-06-13T00:00:00.000Z,Simulated
Minuwangoda,29.1,68,1004,35.01,2025-06-14T00:00:00.000Z,Simulated
Gampaha,28.4,88,1007,44.79,2025-06-14T00:00:00.000Z,Simulated
Ja-Ela,28.2,89,1003,11.26,2025-06-14T00:00:00.000Z,Simulated
